"term","frequency","type_"
"júlio",356,"ABSTRACT"
"Júlio Celso Ribeiro de Vasconcelos",1,"NAME"
"Júlio César Castilho Razera",1,"NAME"
"Júlio César Dos Reis",1,"NAME"
"Julio Cesar Gomes Santos",1,"NAME"
"Julio Cesar Mota Pereira",1,"NAME"
"Júlio César Soares Lira",1,"NAME"
"Júlio Ernesto Baumgarten",1,"NAME"
"Julio Jose Torres Dos Santos",1,"NAME"
"Julio Lenín Díaz Guzmán",1,"NAME"
"Júlio Max Xavier da Rocha",1,"NAME"
"juliomys",2,"ARTICLE"
"julioparsifal",2,"ABSTRACT"
"Julita Maria Pereira Borges",1,"NAME"
"july",3,"ARTICLE"
"jump",24,"ARTICLE"
"jun",2,"SPEAKER"
"jun",8,"ABSTRACT"
"jun",18,"ARTICLE"
"junção",14,"ARTICLE"
"juncea",4,"ARTICLE"
"junco",1,"SPEAKER"
"junction",5,"ARTICLE"
"junctions",7,"ARTICLE"
"jundiaí",4,"SPEAKER"
"jundiaí",8,"ARTICLE"
"jundiaí",8,"BOOK"
"jundiaí",9,"ABSTRACT"
"jundiara",4,"ARTICLE"
"june",1,"SPEAKER"
"june",6,"ARTICLE"
"Juneo Freitas Silva",1,"NAME"
"jung",3,"ABSTRACT"
"jung",3,"SPEAKER"
"jung",4,"ARTICLE"
"jung",8,"BOOK"
"jungian",1,"SPEAKER"
"junglandaceae",2,"ARTICLE"
"jungle",2,"ARTICLE"
"junguiana",6,"ARTICLE"
"junguiana",15,"SPEAKER"
"junguiana",16,"ABSTRACT"
"junguiano",8,"BOOK"
"junguiano",12,"ABSTRACT"
"junho",3,"SPEAKER"
"junho",6,"ARTICLE"
"junho",8,"BOOK"
"junho",15,"BOOK_CHAPTER"
"junho",122,"ABSTRACT"
"junhos",2,"SPEAKER"
"júnia",2,"ARTICLE"
"junina",13,"ARTICLE"
"juninas",2,"ABSTRACT"
"juninas",6,"ARTICLE"
"juninas",8,"SPEAKER"
"juninas",24,"BOOK"
"juninas",40,"BOOK_CHAPTER"
"junines",2,"ARTICLE"
"junino",4,"SPEAKER"
"juninos",1,"ARTICLE"
"juninos",5,"SPEAKER"
"juninos",16,"BOOK"
"junior",7,"SPEAKER"
"junior",9,"ARTICLE"
"junior",15,"BOOK"
"junior",24,"ABSTRACT"
"júnior",5,"ARTICLE"
"júnior",6,"SPEAKER"
"júnior",8,"BOOK"
"júnior",35,"ABSTRACT"
"júnior",40,"BOOK_CHAPTER"
"juniores",1,"ABSTRACT"
"juniores",3,"ARTICLE"
"juniores",8,"SPEAKER"
"Junivio Da Silva Pimentel",1,"NAME"
"junqueira",1,"ABSTRACT"
"junqueira",1,"SPEAKER"
"junta",2,"ABSTRACT"
"juntamente",4,"SPEAKER"
"juntamente",15,"ABSTRACT"
"juntando",1,"SPEAKER"
"juntas",2,"ARTICLE"
"junto",5,"SPEAKER"
"junto",8,"BOOK"
"junto",39,"ARTICLE"
"junto",88,"BOOK_CHAPTER"
"junto",327,"ABSTRACT"
"juntos",2,"ARTICLE"
"juntos",5,"SPEAKER"
"juntos",48,"BOOK_CHAPTER"
"juntosemisturados",16,"BOOK_CHAPTER"
"jupará",2,"ARTICLE"
"juparanã",1,"ARTICLE"
"jupiá",2,"ARTICLE"
"jupis",2,"ARTICLE"
"jura",6,"SPEAKER"
"juraci",1,"ABSTRACT"
"Juraci Reis Filho",1,"NAME"
"juracy",1,"ABSTRACT"
"juracy",4,"ARTICLE"
"juracy",8,"BOOK_CHAPTER"
"Juracy Marques Dos Santos",1,"NAME"
"Juracy Santana Rodrigues",1,"NAME"
"jurados",7,"BOOK_CHAPTER"
"Jurandir Antônio Sá Barreto Junior",1,"NAME"
"Jurandir Ferreira Da Cruz",1,"NAME"
"Jureia Maria Ferreira da Silva",1,"NAME"
"jurema",2,"ABSTRACT"
"jurema",21,"ARTICLE"
"jurema",32,"BOOK_CHAPTER"
"Jurema Lindote Botelho Peixoto",1,"NAME"
"jurgen",8,"BOOK_CHAPTER"
"jürgen",4,"ABSTRACT"
"Jurgen Alves De Souza",1,"NAME"
"juri",2,"ARTICLE"
"juri",2,"SPEAKER"
"juri",8,"BOOK_CHAPTER"
"júri",2,"SPEAKER"
"júri",5,"ABSTRACT"
"júri",7,"ARTICLE"
"júri",8,"BOOK"
"júri",16,"BOOK_CHAPTER"
"jurídca",2,"SPEAKER"
"jurídcica",4,"SPEAKER"
"juridica",1,"ARTICLE"
"juridica",2,"ABSTRACT"
"juridica",8,"BOOK"
"juridica",15,"SPEAKER"
"jurídica",92,"ARTICLE"
"jurídica",109,"BOOK"
"jurídica",199,"BOOK_CHAPTER"
"jurídica",205,"ABSTRACT"
"jurídica",318,"SPEAKER"
"juridicas",1,"ARTICLE"
"juridicas",2,"SPEAKER"
"jurídicas",26,"ARTICLE"
"jurídicas",28,"SPEAKER"
"jurídicas",31,"BOOK"
"jurídicas",99,"ABSTRACT"
"jurídicas",104,"BOOK_CHAPTER"
"juridicidade",2,"ARTICLE"
"juridicidade",8,"BOOK_CHAPTER"
"juridicismo",8,"BOOK_CHAPTER"
"juridico",2,"ARTICLE"
"juridico",3,"SPEAKER"
"jurídico",59,"ABSTRACT"
"jurídico",79,"BOOK"
"jurídico",79,"SPEAKER"
"jurídico",93,"ARTICLE"
"jurídico",211,"BOOK_CHAPTER"
"juridicos",2,"ARTICLE"
"juridicos",2,"SPEAKER"
"jurídicos",21,"ABSTRACT"
"jurídicos",24,"ARTICLE"
"jurídicos",37,"SPEAKER"
"jurídicos",96,"BOOK_CHAPTER"
"jurídicos",126,"BOOK"
"juris",2,"ARTICLE"
"juris",4,"ABSTRACT"
"jurisdição",1,"SPEAKER"
"jurisdição",4,"ARTICLE"
"jurisdição",10,"ABSTRACT"
"jurisdicionados",1,"ARTICLE"
"jurisdicional",4,"ARTICLE"
"jurisdicional",15,"BOOK_CHAPTER"
"jurisdictio",2,"SPEAKER"
"jurislinguística",6,"ARTICLE"
"jurisprudência",1,"SPEAKER"
"jurisprudência",3,"ARTICLE"
"jurisprudência",24,"BOOK"
"jurisprudência",31,"BOOK_CHAPTER"
"jurisprudenciais",2,"ARTICLE"
"jurisprudencial",8,"ARTICLE"
"jurisprudencial",8,"BOOK"
"jurisprudencial",8,"BOOK_CHAPTER"
"jurisprudências",4,"SPEAKER"
"jurista",2,"ARTICLE"
"jurista",8,"BOOK"
"juristas",1,"ABSTRACT"
"juristas",2,"SPEAKER"
"juristas",8,"BOOK"
"juristenvereinigung",1,"ABSTRACT"
"juristenvereinigung",1,"SPEAKER"
"juros",4,"ARTICLE"
"juros",6,"SPEAKER"
"juros",7,"BOOK_CHAPTER"
"juruá",2,"ABSTRACT"
"juruena",2,"SPEAKER"
"jurumirim",4,"ARTICLE"
"jurumirim",8,"BOOK_CHAPTER"
"juruti",16,"BOOK_CHAPTER"
"jus",4,"ARTICLE"
"jus",8,"ABSTRACT"
"jus",9,"SPEAKER"
"jusante",2,"ARTICLE"
"jusari",1,"SPEAKER"
"jusbiomed",4,"ABSTRACT"
"Jusceli Maria Oliveira De Carvalho Cardoso",1,"NAME"
"Jusciêne Bagagi Moura",1,"NAME"
"Juscilandia Oliveira Alves Campos",1,"NAME"
"jusfundamental",7,"BOOK_CHAPTER"
"juspetrum",2,"ABSTRACT"
"juspodium",4,"ABSTRACT"
"juspodivm",15,"ABSTRACT"
"juspopuli",2,"ABSTRACT"
"juss",32,"BOOK_CHAPTER"
"juss",55,"ARTICLE"
"jussara",2,"ARTICLE"
"Jussara Almeida Midlej Silva",1,"NAME"
"Jussara Fraga Portugal",1,"NAME"
"Jussara Tânia Silva Moreira",1,"NAME"
"jussari",2,"SPEAKER"
"jussari",4,"ARTICLE"
"jussilva",1,"ABSTRACT"
"Jussimara De Cássia Leite De Sousa",1,"NAME"
"justa",4,"ABSTRACT"
"justa",5,"ARTICLE"
"justa",8,"BOOK"
"justa",8,"BOOK_CHAPTER"
"justaposição",8,"BOOK_CHAPTER"
"justas",2,"ARTICLE"
"justas",2,"SPEAKER"
"justas",24,"BOOK_CHAPTER"
"justiã",2,"ARTICLE"
"justica",2,"ARTICLE"
"justica",8,"BOOK"
"justiça",120,"SPEAKER"
"justiça",138,"ARTICLE"
"justiça",149,"ABSTRACT"
"justiça",183,"BOOK"
"justiça",324,"BOOK_CHAPTER"
"justiçaa",1,"ARTICLE"
"justiçapormiguel",2,"ARTICLE"
"justiças",1,"SPEAKER"
"justiças",8,"BOOK_CHAPTER"
"justice",3,"ABSTRACT"
"justice",3,"SPEAKER"
"justice",8,"BOOK_CHAPTER"
"justice",13,"ARTICLE"
"justicia",3,"SPEAKER"
"justicia",4,"ARTICLE"
"justicia",8,"BOOK_CHAPTER"
"justícia",8,"BOOK_CHAPTER"
"justiciabilidade",2,"ARTICLE"
"justicialismo",2,"ARTICLE"
"justificação",2,"ARTICLE"
"justificação",15,"BOOK_CHAPTER"
"justificações",2,"SPEAKER"
"justificada",2,"ARTICLE"
"justificativa",7,"ARTICLE"
"justificativa",8,"BOOK_CHAPTER"
"justificativas",8,"BOOK_CHAPTER"
"justin",1,"ABSTRACT"
"justine",2,"ARTICLE"
"justiniano",2,"ARTICLE"
"justino",2,"ABSTRACT"
"justitia",2,"ARTICLE"
"justo",2,"ABSTRACT"
"justo",4,"SPEAKER"
"justo",8,"BOOK_CHAPTER"
"justo",12,"ARTICLE"
"justus",2,"ABSTRACT"
"jusurbanística",8,"BOOK_CHAPTER"
"jute",3,"ARTICLE"
"Juvanete Ferreira Alves Brito",1,"NAME"
"Juvenal Cordeiro Silva Junior",1,"NAME"
"juvência",2,"ABSTRACT"
"juvêncio",6,"ARTICLE"
"juvêncio",17,"ABSTRACT"
"juveni",8,"BOOK_CHAPTER"
"juvenil",23,"BOOK"
"juvenil",59,"ABSTRACT"
"juvenil",70,"BOOK_CHAPTER"
"juvenil",81,"ARTICLE"
"juvenil",108,"SPEAKER"
"juvenile",62,"ARTICLE"
"juveniles",26,"ARTICLE"
"juvenilização",4,"ARTICLE"
"juvenilização",24,"BOOK_CHAPTER"
"juvenis",5,"SPEAKER"
"juvenis",12,"ABSTRACT"
"juvenis",35,"ARTICLE"
"juvenis",39,"BOOK"
"juvenis",95,"BOOK_CHAPTER"
"juventud",2,"SPEAKER"
"juventudafrodescendientes",1,"SPEAKER"
"juventude",48,"BOOK"
"juventude",60,"ARTICLE"
"juventude",80,"ABSTRACT"
"juventude",129,"SPEAKER"
"juventude",331,"BOOK_CHAPTER"
"juventudee",2,"ARTICLE"
"juventudes",25,"ARTICLE"
"juventudes",26,"SPEAKER"
"juventudes",28,"ABSTRACT"
"juventudes",47,"BOOK"
"juventudes",69,"BOOK_CHAPTER"
"juventudetrabalhadora",8,"BOOK_CHAPTER"
"juvino",2,"ABSTRACT"
"juvinoalves",2,"ABSTRACT"
"Juvino Alves Dos Santos Filho",1,"NAME"
"Juzenilda Gomes Figuerêdo",1,"NAME"
"jvipc",1,"SPEAKER"
"jyväskylä",2,"ABSTRACT"
"kabengele",8,"BOOK"
"kabengele",8,"BOOK_CHAPTER"
"kabiyesile",1,"ABSTRACT"
"kabiyesile",1,"SPEAKER"
"kabum",2,"ABSTRACT"
"kabum",2,"SPEAKER"
"kactus",2,"ARTICLE"
"kader",2,"ARTICLE"
"Kadja Maria Ribeiro Parente",1,"NAME"
"kaempferol",2,"ARTICLE"
"kaempherol",2,"ARTICLE"
"kaercher",8,"ABSTRACT"
"kafka",2,"ABSTRACT"
"kafka",6,"ARTICLE"
"kafka",8,"BOOK_CHAPTER"
"kahlo",4,"ARTICLE"
"kahoot",4,"ARTICLE"
"kahoot",14,"BOOK_CHAPTER"
"kahya",2,"ARTICLE"
"kai",2,"SPEAKER"
"kai",8,"BOOK_CHAPTER"
"kaí",8,"BOOK"
"kaí",16,"BOOK_CHAPTER"
"kaikai",2,"ARTICLE"
"kaimbé",15,"BOOK_CHAPTER"
"kaimbé",56,"BOOK"
"kaingang",2,"SPEAKER"
"Kaio Vinicius Freitas de Andrade",1,"NAME"
"kaiowa",5,"ARTICLE"
"kaiowa",56,"BOOK_CHAPTER"
"kaiowá",1,"ABSTRACT"
"kaiowá",1,"ARTICLE"
"kaiowá",1,"SPEAKER"
"kaiowá",24,"BOOK_CHAPTER"
"kaiser",1,"ABSTRACT"
"kaiserslauter",2,"ABSTRACT"
"kaiserslautern",4,"ABSTRACT"
"kaká",1,"ARTICLE"
"kakiri",8,"BOOK_CHAPTER"
"kalanchoe",2,"ARTICLE"
"kaldor",2,"ARTICLE"
"kale",16,"ARTICLE"
"kalè",1,"SPEAKER"
"kaleckian",2,"ARTICLE"
"kalid",3,"ABSTRACT"
"Kaline Catiely Campos Silva",1,"NAME"
"kaliuretic",4,"ARTICLE"
"kalliapseudes",2,"ARTICLE"
"kalman",4,"ARTICLE"
"kalman",8,"BOOK_CHAPTER"
"kalunga",8,"BOOK"
"kamakã",8,"BOOK_CHAPTER"
"kambeba",4,"ARTICLE"
"kambiwá",8,"BOOK"
"kamchatka",2,"ARTICLE"
"Kamila Assis de Abreu",1,"NAME"
"Kamila Santos Barros",1,"NAME"
"Kamilla Nunes Fonseca-Reis",1,"NAME"
"kampimodromini",1,"ARTICLE"
"kanamycin",1,"ARTICLE"
"kanátyo",8,"BOOK_CHAPTER"
"kanavillil",8,"BOOK_CHAPTER"
"kane",2,"SPEAKER"
"kangaroo",4,"ARTICLE"
"kaniadakis",4,"ARTICLE"
"kanner",1,"SPEAKER"
"kansas",1,"ABSTRACT"
"kant",3,"SPEAKER"
"kant",5,"ABSTRACT"
"kant",8,"BOOK_CHAPTER"
"kant",14,"ARTICLE"
"kantariré",2,"ARTICLE"
"kantarurã",6,"ARTICLE"
"kantaruré",8,"ARTICLE"
"kantaruré",8,"BOOK_CHAPTER"
"kantiana",2,"ARTICLE"
"kantiana",8,"BOOK_CHAPTER"
"kaolin",5,"ARTICLE"
"kaon",2,"ARTICLE"
"kap",2,"ABSTRACT"
"kappa",8,"ARTICLE"
"kappa",16,"BOOK"
"karachi",2,"ABSTRACT"
"karate",2,"ARTICLE"
"kardec",2,"ABSTRACT"
"kardec",8,"BOOK_CHAPTER"
"karel",1,"ARTICLE"
"karel",8,"BOOK_CHAPTER"
"Karen Vieira Ramos",1,"NAME"
"karina",1,"ABSTRACT"
"Karina Andrea da Silva Faria",1,"NAME"
"Karina Kfouri Sartori",1,"NAME"
"Karina Lima Sales",1,"NAME"
"Karina Mizuki Dias dos Santos",1,"NAME"
"karinana",8,"BOOK_CHAPTER"
"Karina Pereira Pinto",1,"NAME"
"Karina Souza Ferreira Maia",1,"NAME"
"Karine Brito Matos Santos",1,"NAME"
"Karine Emanuelle Peixoto Oliveira da Silva",1,"NAME"
"Karine Miranda da Silva Pettersen",1,"NAME"
"Karine Orrico Góes",1,"NAME"
"Karine Santana Carvalho",1,"NAME"
"karingana",4,"ABSTRACT"
"karingana",8,"BOOK_CHAPTER"
"kariotype",5,"ARTICLE"
"kariri",4,"ARTICLE"
"kariri",8,"BOOK"
"karl",3,"ABSTRACT"
"karl",6,"SPEAKER"
"karl",12,"ARTICLE"
"karl",16,"BOOK_CHAPTER"
"Karla Fernanda Borges Andrade",1,"NAME"
"Karla Rocha Pithon",1,"NAME"
"Karla Santos Ramos",1,"NAME"
"karls",4,"ABSTRACT"
"karoline",2,"ABSTRACT"
"Karoline da Conceição Santos",1,"NAME"
"Karoline Pravato Carari",1,"NAME"
"Kárpio Márcio De Siqueira",1,"NAME"
"karsch",2,"ARTICLE"
"karst",2,"ARTICLE"
"karst",8,"BOOK_CHAPTER"
"karukera",2,"ARTICLE"
"karyoevolutionary",6,"ARTICLE"
"karyogram",2,"ARTICLE"
"karyomorphology",10,"ARTICLE"
"karyotipic",4,"ARTICLE"
"karyotype",8,"BOOK_CHAPTER"
"karyotype",64,"ARTICLE"
"karyotypes",5,"ARTICLE"
"karyotypic",23,"ARTICLE"
"karyotypical",10,"ARTICLE"
"karyotypie",2,"ARTICLE"
"karyotyping",4,"ARTICLE"
"kasa",8,"ARTICLE"
"kashima",2,"ABSTRACT"
"kasner",2,"ARTICLE"
"kassel",4,"ABSTRACT"
"katà",1,"ABSTRACT"
"katà",8,"BOOK_CHAPTER"
"katg",9,"ARTICLE"
"katharina",2,"ABSTRACT"
"Katharina Döring",1,"NAME"
"katherine",8,"BOOK_CHAPTER"
"Kathia Marise Borges Sales",1,"NAME"
"katia",2,"ABSTRACT"
"Katia Bomfim De Carvalho Guerreiro",1,"NAME"
"Katia Cristina Da Cunha",1,"NAME"
"Katia Elizabeth De Souza Miranda",1,"NAME"
"Kátia Iro Altidis Mota",1,"NAME"
"Kátia Jane Chaves Bernardo",1,"NAME"
"Kátia Lorena Novais Almeida",1,"NAME"
"Katia Maria De Aguiar Barbosa",1,"NAME"
"Katia Maria Mendes Silva",1,"NAME"
"Kátia Moema Oliveira Rosa Sampaio",1,"NAME"
"Kátia Montalvão",1,"NAME"
"katiamorais01",1,"ABSTRACT"
"Katiana Amorim Teixeira",1,"NAME"
"katianny",2,"ARTICLE"
"Katianny Gomes Santana Estival",1,"NAME"
"Katia Santana Freitas",1,"NAME"
"Kátia Santos De Morais",1,"NAME"
"Katia Silene Lopes De Souza Albuquerque",1,"NAME"
"Katia Vinhatico Pontes",1,"NAME"
"katp",24,"BOOK_CHAPTER"
"Katrini Guidolini Martinelli",1,"NAME"
"katsuwonus",2,"ARTICLE"
"katu",2,"ABSTRACT"
"kawasaki",2,"ARTICLE"
"kawe",2,"SPEAKER"
"kawè",1,"SPEAKER"
"kawê",1,"SPEAKER"
"kàwé",2,"ABSTRACT"
"kàwé",2,"ARTICLE"
"kàwé",7,"SPEAKER"
"kawo",1,"ABSTRACT"
"kawo",1,"SPEAKER"
"kax",8,"BOOK_CHAPTER"
"kayabi",8,"ARTICLE"
"kayakers",6,"ARTICLE"
"kazachastania",2,"ARTICLE"
"kazachstania",10,"ARTICLE"
"kazan",2,"ARTICLE"
"kazuo",2,"ARTICLE"
"kda",3,"ARTICLE"
"Kedma Silvana Bastos Barreto",1,"NAME"
"keele",2,"ABSTRACT"
"kefir",26,"ARTICLE"
"kefyr",10,"ARTICLE"
"keifer",3,"ARTICLE"
"keikis",2,"ARTICLE"
"Keila Lopes Viana Novais",1,"NAME"
"Keila Mara De Souza Araújo Maciel",1,"NAME"
"Keila Mendes dos Santos",1,"NAME"
"Keilla Petronilia Santos Lopes",1,"NAME"
"keita",2,"ARTICLE"
"keller",8,"BOOK_CHAPTER"
"kellogg",2,"ABSTRACT"
"Kelly Cordeiro Antas",1,"NAME"
"Kelly Cristina Ribeiro Marques Cardoso",1,"NAME"
"Kelly Meneses Fernandes",1,"NAME"
"Kelly Rodrigues dos Santos",1,"NAME"
"Kelman Conceição da Silva",1,"NAME"
"keloid",4,"ARTICLE"
"kelsen",5,"ARTICLE"
"kelsen",8,"BOOK_CHAPTER"
"kelsen",24,"BOOK"
"Kely Krause de Jesus Cunha",1,"NAME"
"kemet",8,"BOOK"
"kemp",2,"ARTICLE"
"ken",2,"ARTICLE"
"kennedy",1,"SPEAKER"
"kennedy",2,"ARTICLE"
"kennedy",5,"ABSTRACT"
"Kennedy Morais Fernandes",1,"NAME"
"kenneth",1,"SPEAKER"
"kenney",1,"ARTICLE"
"kent",2,"ABSTRACT"
"kentropyx",2,"ARTICLE"
"kepler",8,"ARTICLE"
"kept",4,"ARTICLE"
"ker",24,"BOOK_CHAPTER"
"keratinase",2,"ARTICLE"
"keratinized",13,"ARTICLE"
"keratinocytes",1,"ARTICLE"
"keratoconus",1,"ARTICLE"
"keratocyst",2,"ARTICLE"
"keratocystic",12,"ARTICLE"
"keratopathy",2,"ARTICLE"
"Kergileda Ambrosio De Oliveira Mateus",1,"NAME"
"keridas",8,"BOOK_CHAPTER"
"kernel",1,"ABSTRACT"
"kernel",55,"ARTICLE"
"kernels",4,"ARTICLE"
"kerosene",2,"ARTICLE"
"kestose",2,"ARTICLE"
"ketamine",13,"ARTICLE"
"ketchup",2,"ARTICLE"
"ketocholesterol",3,"ARTICLE"
"ketone",2,"ARTICLE"
"ketoprofen",4,"ARTICLE"
"ketu",8,"BOOK_CHAPTER"
"Keu Apoema",1,"NAME"
"kevin",2,"ARTICLE"
"kew",13,"ABSTRACT"
"key",2,"ABSTRACT"
"key",65,"ARTICLE"
"keyboards",7,"BOOK"
"keynes",2,"ABSTRACT"
"keynes",2,"SPEAKER"
"keynesian",4,"ARTICLE"
"keynesiana",2,"ARTICLE"
"keynesiana",4,"SPEAKER"
"keynesiana",16,"BOOK_CHAPTER"
"keynesianas",1,"ARTICLE"
"keys",1,"ARTICLE"
"keystone",16,"ARTICLE"
"keywords",2,"ARTICLE"
"khaustov",1,"ARTICLE"
"khaya",6,"ARTICLE"
"Khétrin Silva Maciel",1,"NAME"
"khóra",2,"ARTICLE"
"khosa",2,"ARTICLE"
"kianda",8,"BOOK_CHAPTER"
"kibe",7,"BOOK_CHAPTER"
"kibs",2,"ARTICLE"
"kic",4,"ARTICLE"
"kickboxing",1,"ARTICLE"
"kidjo",2,"ABSTRACT"
"kidjo",8,"BOOK_CHAPTER"
"kidney",38,"ARTICLE"
"kids",14,"ARTICLE"
"kiel",2,"ABSTRACT"
"kielmeyera",18,"ARTICLE"
"kielmyera",1,"ARTICLE"
"kierkegaard",7,"SPEAKER"
"kierkegaard",8,"BOOK"
"kierkegaard",8,"BOOK_CHAPTER"
"kierkegaard",10,"ARTICLE"
"kierkegaardiana",1,"ARTICLE"
"kierkegard",1,"ARTICLE"
"kijetxawê",2,"ABSTRACT"
"kijetxawê",8,"BOOK"
"kikuchi",2,"ARTICLE"
"kikuchii",2,"ARTICLE"
"Kildria Vieira Alves Gigante",1,"NAME"
"kill",6,"ARTICLE"
"killed",6,"ARTICLE"
"killer",1,"ABSTRACT"
"killer",14,"ARTICLE"
"killers",6,"ARTICLE"
"killing",4,"ARTICLE"
"killip",6,"ARTICLE"
"kills",7,"ARTICLE"
"Kilma Manso Raimundo da Rocha",1,"NAME"
"kiln",2,"ARTICLE"
"kiloombo",8,"BOOK_CHAPTER"
"kiloxê",2,"ARTICLE"
"kim",2,"ABSTRACT"
"kim",5,"ARTICLE"
"kimbundu",1,"ARTICLE"
"kimera",2,"ABSTRACT"
"kimera",8,"BOOK"
"kimera",12,"ARTICLE"
"kimera",48,"BOOK_CHAPTER"
"kin",5,"ARTICLE"
"kinanthropometry",6,"ABSTRACT"
"kinase",36,"ARTICLE"
"kincaid",5,"ARTICLE"
"kind",4,"ARTICLE"
"kind",8,"BOOK_CHAPTER"
"kinder",1,"SPEAKER"
"kindl",2,"ARTICLE"
"kindle",2,"ABSTRACT"
"kindle",2,"ARTICLE"
"kindreds",2,"ARTICLE"
"kinect",2,"ARTICLE"
"kinematic",8,"ARTICLE"
"kinematical",4,"ARTICLE"
"kinematics",30,"ARTICLE"
"kinesiologi",1,"ARTICLE"
"kinesiologos",2,"SPEAKER"
"kinetic",26,"ARTICLE"
"kinetics",69,"ARTICLE"
"king",1,"ABSTRACT"
"king",26,"ARTICLE"
"kingcroaker",2,"ARTICLE"
"kingdom",1,"ARTICLE"
"kingdoms",2,"ARTICLE"
"kings",2,"ABSTRACT"
"kingsley",2,"ARTICLE"
"kingston",2,"ABSTRACT"
"kinin",2,"ARTICLE"
"kink",2,"ARTICLE"
"kino",2,"ABSTRACT"
"kino",16,"SPEAKER"
"kintsch",1,"ARTICLE"
"kinzel",4,"ARTICLE"
"kir",4,"ARTICLE"
"kirby",8,"BOOK_CHAPTER"
"kirchhoff",8,"ARTICLE"
"kirchliche",2,"ABSTRACT"
"kiriku",2,"ARTICLE"
"kirillov",1,"ABSTRACT"
"kirillov",6,"ARTICLE"
"kirimurê",4,"ABSTRACT"
"kirimurê",5,"SPEAKER"
"kirimurë",2,"ABSTRACT"
"kiriri",1,"ABSTRACT"
"kiriri",16,"BOOK_CHAPTER"
"kiriri",31,"ARTICLE"
"kiriri",40,"BOOK"
"kirirí",16,"BOOK"
"kiriris",15,"BOOK_CHAPTER"
"kirlians",8,"BOOK"
"kis",2,"ARTICLE"
"kisimbi",2,"ABSTRACT"
"kisimbi",2,"ARTICLE"
"kisimbi",8,"BOOK_CHAPTER"
"Kisnney Emiliano de Almeida",1,"NAME"
"kiss",8,"BOOK_CHAPTER"
"kiss1",2,"ARTICLE"
"kiss1r",8,"ARTICLE"
"kissing",2,"ARTICLE"
"kisspeptin",27,"ARTICLE"
"kit",2,"ABSTRACT"
"kit",3,"PATENT"
"kit",13,"ARTICLE"
"kit",16,"BOOK_CHAPTER"
"kitok",8,"BOOK_CHAPTER"
"kitten",2,"ARTICLE"
"kiwi",2,"ARTICLE"
"kiza",8,"BOOK"
"kizomba",11,"SPEAKER"
"kjeldahl",2,"ARTICLE"
"klan",5,"BOOK_CHAPTER"
"klássico",8,"BOOK"
"klássico",8,"BOOK_CHAPTER"
"klaus",2,"ARTICLE"
"Klaus Araujo Santos",1,"NAME"
"klavierstück",2,"ARTICLE"
"kleber",8,"BOOK_CHAPTER"
"Kleber Ávila Ribeiro",1,"NAME"
"Kleber da Silva Cajaiba",1,"NAME"
"Kleber José Fonseca Simões",1,"NAME"
"Kleber Silva Rocha",1,"NAME"
"klebsiella",2,"PATENT"
"klebsiella",19,"ARTICLE"
"Klebson Souza Santos",1,"NAME"
"Klecius Daniel de Carvalho Aguiar",1,"NAME"
"kleiber",12,"ARTICLE"
"Kleide Iraci Marques Silva",1,"NAME"
"kleiman",1,"ARTICLE"
"klein",1,"ABSTRACT"
"klein",3,"ARTICLE"
"klein",8,"BOOK_CHAPTER"
"kleist",8,"BOOK"
"Kleize Araújo de Oliveira Souza",1,"NAME"
"Kleonara Santos Oliveira",1,"NAME"
"Kleyde Jomara Lessa Vilasbôas",1,"NAME"
"kliptown",2,"ABSTRACT"
"kloehn",2,"ARTICLE"
"klotzsch",3,"PATENT"
"klotzschianum",4,"ARTICLE"
"klux",5,"BOOK_CHAPTER"
"kluyveromyces",9,"ARTICLE"
"Klyvia Larissa De Andrade Silva Vieira",1,"NAME"
"kmi",6,"ABSTRACT"
"kmp11",2,"ARTICLE"
"knanoik",8,"BOOK_CHAPTER"
"knifefish",5,"ARTICLE"
"knights",8,"BOOK"
"knipolegus",2,"ARTICLE"
"knivet",2,"ARTICLE"
"kno",6,"ARTICLE"
"knockdown",1,"ARTICLE"
"knockout",2,"ARTICLE"
"knoevenagel",2,"ARTICLE"
"knott",6,"ARTICLE"
"knotted",12,"ARTICLE"
"know",2,"ABSTRACT"
"know",19,"ARTICLE"
"knowing",1,"ARTICLE"
"knowledg",1,"SPEAKER"
"knowledge",8,"SPEAKER"
"knowledge",15,"ABSTRACT"
"knowledge",40,"BOOK_CHAPTER"
"knowledge",48,"BOOK"
"knowledge",246,"ARTICLE"
"knowledgement",2,"ARTICLE"
"known",16,"ARTICLE"
"ko11",2,"ARTICLE"
"kobiet",8,"BOOK_CHAPTER"
"koch",11,"ARTICLE"
"koenig",2,"ABSTRACT"
"koenig",2,"ARTICLE"
"koffka",1,"ARTICLE"
"kofoide",1,"ARTICLE"
"koh",7,"ARTICLE"
"kohan",16,"BOOK_CHAPTER"
"kohlberg",2,"ARTICLE"
"köhler",1,"ARTICLE"
"kohonen",44,"ARTICLE"
"kojate",2,"ARTICLE"
"Koji de Jesus Nagahama",1,"NAME"
"kokubum",1,"ARTICLE"
"kolesnikova",2,"ABSTRACT"
"kolleg",2,"SPEAKER"
"kollontai",1,"ARTICLE"
"kolloquium",1,"SPEAKER"
"köln",2,"ABSTRACT"
"koltès",1,"ABSTRACT"
"koltès",2,"ARTICLE"
"komagataeibacter",2,"ARTICLE"
"kómas",1,"ABSTRACT"
"kómas",8,"BOOK_CHAPTER"
